,src_n,src_id,index,sepn,instrument,detect_stack_id,name,ra,dec,obsid,obi,src_rate_aper_m,src_rate_aper_lolim_m,src_rate_aper_hilim_m,src_cnts_aper_u,src_cnts_aper_lolim_u,src_cnts_aper_hilim_u,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_s,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,streak_src_flag,src_cnts_aper_h,src_cnts_aper_lolim_h,src_cnts_aper_hilim_h,sat_src_flag,src_rate_aper_s,src_rate_aper_lolim_s,src_rate_aper_hilim_s,likelihood_b,likelihood_h,likelihood_m,likelihood_s,likelihood_u,gti_start,gti_stop,gti_elapse,gti_obs,gti_end,gti_mjd_obs,mjd_ref,photflux_aper_b,photflux_aper_lolim_b,photflux_aper_hilim_b,src_rate_aper_b,src_rate_aper_lolim_b,src_rate_aper_hilim_b,theta,phi,region_id,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,src_cnts_aper_m,src_cnts_aper_lolim_m,src_cnts_aper_hilim_m,photflux_aper_u,photflux_aper_lolim_u,photflux_aper_hilim_u,src_cnts_aper_s,src_cnts_aper_lolim_s,src_cnts_aper_hilim_s,src_rate_aper_h,src_rate_aper_lolim_h,src_rate_aper_hilim_h,flux_significance_b,flux_significance_h,flux_significance_m,flux_significance_s,flux_significance_u,src_rate_aper_u,src_rate_aper_lolim_u,src_rate_aper_hilim_u,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_u,flux_aper_lolim_u,flux_aper_hilim_u,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,photflux_aper_h,photflux_aper_lolim_h,photflux_aper_hilim_h,src_cnts_aper_b,src_cnts_aper_lolim_b,src_cnts_aper_hilim_b,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_m,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_hs,hard_hs_lolim,hard_hs_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,powlaw_gamma,powlaw_gamma_lolim,powlaw_gamma_hilim,powlaw_gamma_rhat,powlaw_nh,powlaw_nh_lolim,powlaw_nh_hilim,powlaw_nh_rhat,powlaw_ampl,powlaw_ampl_lolim,powlaw_ampl_hilim,powlaw_ampl_rhat,powlaw_stat,flux_bb,flux_bb_lolim,flux_bb_hilim,bb_kt,bb_kt_lolim,bb_kt_hilim,bb_kt_rhat,bb_nh,bb_nh_lolim,bb_nh_hilim,bb_nh_rhat,bb_ampl,bb_ampl_lolim,bb_ampl_hilim,bb_ampl_rhat,bb_stat,flux_brems,flux_brems_lolim,flux_brems_hilim,brems_kt,brems_kt_lolim,brems_kt_hilim,brems_kt_rhat,brems_nh,brems_nh_lolim,brems_nh_hilim,brems_nh_rhat,brems_norm,brems_norm_lolim,brems_norm_hilim,brems_norm_rhat,brems_stat,flux_apec,flux_apec_lolim,flux_apec_hilim,apec_kt,apec_kt_lolim,apec_kt_hilim,apec_kt_rhat,apec_abund,apec_abund_lolim,apec_abund_hilim,apec_abund_rhat,apec_z,apec_z_lolim,apec_z_hilim,apec_z_rhat,apec_nh,apec_nh_lolim,apec_nh_hilim,apec_nh_rhat,apec_norm,apec_norm_lolim,apec_norm_hilim,apec_norm_rhat,apec_stat,var_index_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b,var_max_b,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,var_index_u,var_prob_u,ks_prob_u,kp_prob_u,var_sigma_u,var_mean_u,var_min_u,var_max_u,livetime,detector,match_type,cnts_aper_b,cnts_aperbkg_b,cnts_aper_h,cnts_aperbkg_h,cnts_aper_m,cnts_aperbkg_m,cnts_aper_s,cnts_aperbkg_s,cnts_aper_u,cnts_aperbkg_u,significance,likelihood,pileup_flag,mstr_sat_src_flag,mstr_streak_src_flag,mstr_flux_aper_b,mstr_flux_aper_lolim_b,mstr_flux_aper_hilim_b,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_s,var_inter_prob_s,var_inter_sigma_s,var_inter_index_u,var_inter_prob_u,var_inter_sigma_u,acis_num,acis_hetg_num,acis_letg_num,hrc_num,hrc_hetg_num,hrc_letg_num
33,SAX J1819.3-2525    ,BH0009,3,0.0,ACIS,acisfJ1819214m252459_001, 2CXO J181921.6-252425,274.8401,-25.40718,4452,3,0.00025910,0.00011844,0.00039235,1.259,0.0,2.5181,5.465e-07,2.411e-07,8.358e-07,7.906e-16,3.488e-16,1.209e-15,False,9.4666,5.8693,12.875,False,0.00024799,0.00010941,0.00037928,    64.74,    38.50,,,,207599188.053,207619348.853,20160.8,2004-07-30T18:26:28,2004-07-31T00:02:29,53216.76838,50814.0,2.807e-06,2.025e-06,3.589e-06,0.00095758,0.00069071,0.0012244,0.55,10.85,26,9.317e-15,5.777e-15,1.286e-14,   4.7375,   2.1657,   7.1740,9.309e-07,0.0,1.862e-06,4.5345,2.0005,6.9351,0.00051773,0.00032099,0.00070411,3.59,2.63,     1.89,1.84,1.0,6.8857e-05,0.0,0.00013771,1.026e-14,7.401e-15,1.312e-14,0.0,0.0,4.436e-16,9.198e-16,4.058e-16,1.407e-15,1.344e-06,8.332e-07,1.855e-06,17.509,12.63,22.389,4.546e-07,2.078e-07,6.884e-07,   0.5209,   0.2667,   0.7289,0.4347,0.1605,0.669,  -0.1212,  -0.4491,   0.2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,    0.504,    0.313,    0.433,0.0001113,0.0008537,0.0007783, 0.001624,0.0,    0.408,    0.620,    0.141,5.953e-05,0.0004282,0.0003622,0.0004902,,,,,,,,,,,,,,,,,,,,,,,,,18284.8,         ACIS-7,u          ,16,111,8,42,4,28,4,48,1,119,26.51,4017.937,False,False,False,7.032e-15,5.691e-15,8.372e-15,8.0,1.0,0.0002588,8.0,1.0,0.0001275,8.0,1.0,3.243e-05,8.0,1.0,3.486e-05,6.0,0.986,1.619e-05,6,0,0,0,0,0
34,SAX J1819.3-2525    ,BH0009,4,0.0,ACIS,acisfJ1819214m252459_001, 2CXO J181921.6-252425,274.8401,-25.40718,4453,0,0.00015782,7.6775e-05,0.00023459,0.0,0.0,1.1407,3.458e-07,1.682e-07,5.141e-07,5.942e-16,2.891e-16,8.833e-16,False,9.1849,5.6234,12.746,False,0.00015483,7.5323e-05,0.00023015,    53.21,    23.70,    18.68,    11.69,,208499947.018,208540132.219,40185.201,2004-08-10T04:39:07,2004-08-10T15:48:52,53227.19383,50814.0,1.585e-06,1.151e-06,1.994e-06,0.0005336,0.00038729,0.0006713,0.55,11.04,26,4.442e-15,2.684e-15,6.201e-15,   5.7517,   2.7981,   8.5499,0.0,0.0,5.813e-07,5.6429,2.7452,8.3881,0.00025202,0.0001543,0.00034974,3.76,2.58,     2.00,2.0,0.0,0.0,0.0,4.2346e-05,5.443e-15,3.951e-15,6.848e-15,0.0,0.0,3.26e-16,6.473e-16,3.149e-16,9.622e-16,6.632e-07,4.06e-07,9.203e-07,19.447,14.115,24.466,2.805e-07,1.365e-07,4.170e-07,   0.4297,   0.1618,   0.6540,0.331,0.0481,0.5815,  -0.1199,  -0.4279,   0.2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,    0.226,    0.439,    0.529,2.499e-05,0.0004885,0.0004695,0.0006213,1.0,    0.641,    0.859,    0.900,4.868e-05,0.0002155,0.0001824,0.0004033,0.0,    0.424,    0.283,    0.025,1.143e-05,0.0001366,0.0001293,0.0001930,0.0,    0.484,    0.700,    0.383,1.352e-05,0.0001369,0.0001283,0.0002238,,,,,,,,,36445.9,         ACIS-7,u          ,18,247,8,120,5,50,5,90,0,205,26.51,4017.937,False,False,False,7.032e-15,5.691e-15,8.372e-15,8.0,1.0,0.0002588,8.0,1.0,0.0001275,8.0,1.0,3.243e-05,8.0,1.0,3.486e-05,6.0,0.986,1.619e-05,6,0,0,0,0,0
35,XTE J1550-564       ,BH0010,0,0.0,ACIS,acisfJ1551000m562803_001, 2CXO J155058.6-562835,237.7445,-56.47643,3448,0,0.019225,0.018206,0.020175,   1.2773,   0.0000,   2.5545,1.325e-05,1.215e-05,1.435e-05,2.042e-14,1.873e-14,2.211e-14,False,521.19,494.59,547.79,False,0.0070595,0.0064749,0.0076441,5927.52,2742.76,2532.38,1010.6,,132246703.504,132274162.704,27459.2,2002-03-11T15:11:44,2002-03-11T22:49:23,52344.63314,50814.0,0.0001236,0.0001193,0.0001278,0.045918,0.044348,0.047489,0.576,10.72,20,3.103e-13,2.94e-13,3.256e-13,502.12,475.52,526.94,3.955e-07,0.000e+00,7.909e-07,184.38,169.12,199.65,0.019943,0.018926,0.020961,29.24,19.6,19.53,12.08,     1.00,4.8903e-05,   0.0000,9.7806e-05,3.996e-13,3.855e-13,4.129e-13,0.000e+00,0.000e+00,4.281e-16,7.637e-14,7.232e-14,8.041e-14,4.78e-05,4.536e-05,5.024e-05,1199.3,1158.3,1240.3,3.053e-05,2.891e-05,3.204e-05,0.2211,0.1868,0.2542,0.5671,0.534,0.599,0.3948,0.3554,0.4366,3.522e-13,3.366e-13,3.663e-13,    2.135,    2.026,    2.248,,    75.62,    69.65,    82.09,,0.0001748,0.0001542,0.0001987,,    1.057,3.154e-13,3.016e-13,3.281e-13,   0.7425,   0.7154,   0.7703,,    24.10,    20.64,    27.86,,0.0001180,0.0001024,0.0001363,,    1.484,3.438e-13,3.273e-13,3.577e-13,    4.008,    3.501,    4.629,,    61.90,    57.58,    66.62,,0.0001591,0.0001464,0.0001738,,    1.053,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.264,0.986,1.0,0.001042,0.04115,0.03986,0.04246,2.0,0.722,0.98,0.999,0.002194,0.01759,0.01526,0.02054,0.0,0.035,0.696,0.906,8.265e-06,0.01719,0.01718,0.0172,0.0,0.49,0.911,0.935,0.00132,0.006373,0.005441,0.01573,,,,,,,,,26118.5,         ACIS-7,u          ,1130,79,483,33,472,34,175,12,1,1,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
36,XTE J1550-564       ,BH0010,1,0.0,ACIS,acisfJ1551000m562803_001, 2CXO J155058.6-562835,237.7445,-56.47643,4368,0,0.0046845,0.0041989,0.0051701,   2.3869,  0.57285,   4.1055,2.869e-06,2.302e-06,3.403e-06,4.402e-15,3.573e-15,5.231e-15,False,109.64,97.521,120.96,False,0.0014609,0.0011687,0.0017358,1345.23,583.33,586.09,174.82,,160116776.216,160140760.215,23984.0,2003-01-28T04:52:56,2003-01-28T11:32:40,52667.20343,50814.0,2.899e-05,2.681e-05,3.105e-05,0.010738,0.0099582,0.011517,0.572,10.57,20,7.079e-14,6.292e-14,7.823e-14,110.93,99.43,122.43,9.778e-07,2.347e-07,1.682e-06,34.593,27.675,41.105,0.0046318,0.0041197,0.0051098,13.67,9.37,9.37,5.21,     1.35,0.00010080,2.4191e-05,0.00017337,9.352e-14,8.688e-14,1.002e-13,0.000e+00,0.000e+00,3.318e-16,1.918e-14,1.707e-14,2.116e-14,1.111e-05,9.888e-06,1.226e-05,254.27,235.81,272.74,7.506e-06,6.681e-06,8.283e-06,0.1961,0.1243,0.2667,0.5921,0.5215,0.6615,0.4472,0.3604,0.5328,8.294e-14,7.495e-14,9.177e-14,    2.307,    2.063,    2.573,,    96.66,    81.62,    114.3,,5.584e-05,4.169e-05,7.581e-05,,    0.743,7.605e-14,6.552e-14,8.404e-14,   0.7590,   0.6953,   0.8263,,    31.06,    21.80,    41.81,,2.790e-05,1.995e-05,3.971e-05,,    1.179,8.139e-14,6.989e-14,8.949e-14,    3.493,    2.700,    4.708,,    77.59,    66.64,    90.35,,4.567e-05,3.749e-05,5.666e-05,,    0.731,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.075,0.254,0.405,3.095e-06,0.009965,0.009962,0.009968,0.0,0.091,0.278,0.153,2.357e-05,0.004251,0.004219,0.004281,0.0,0.109,0.006,0.029,1.966e-09,0.004336,0.004336,0.004336,0.0,0.24,0.248,0.545,7.539e-05,0.001376,0.00134,0.001853,,,,,,,,,23680.3,         ACIS-7,u          ,239,16,102,7,104,7,33,2,2,4,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
37,XTE J1550-564       ,BH0010,2,0.0,ACIS,acisfJ1550572m562902_001, 2CXO J155058.6-562835,237.7445,-56.47643,1845,0,0.0056834,0.0044046,0.0068911,   0.0000,   0.0000,   1.1485,5.165e-06,3.677e-06,6.653e-06,8.016e-15,5.706e-15,1.033e-14,False,25.439,19.493,31.056,False,0.003001,0.0021363,0.0038657,331.38,115.46,165.54,56.55,,83235978.705,83241143.505,5164.8,2000-08-21T09:06:19,2000-08-21T10:32:24,51777.37938,50814.0,3.556e-05,3.051e-05,4.061e-05,0.013363,0.011464,0.015262,0.588,7.78,46,7.085e-14,5.429e-14,8.649e-14,28.982,22.461,35.14,0.000e+00,0.000e+00,1.389e-06,15.303,10.894,19.713,0.0049887,0.0038225,0.0060901,7.04,4.4,4.57,3.47,     0.00,   0.0000,   0.0000,0.00026078,9.825e-14,8.426e-14,1.122e-13,0.000e+00,0.000e+00,7.790e-16,2.256e-14,1.748e-14,2.735e-14,1.187e-05,9.092e-06,1.448e-05,68.144,58.462,77.826,8.814e-06,6.831e-06,1.069e-05,0.1537,-0.0006,0.2979,0.4035,0.2455,0.549,0.2636,0.0993,0.4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.104,0.665,0.35,7.975e-05,0.01239,0.01229,0.01249,0.0,0.227,0.115,0.022,0.0001581,0.004437,0.004253,0.004674,1.0,0.626,0.559,0.505,0.001362,0.005232,0.004273,0.01288,0.0,0.476,0.458,0.857,0.0005884,0.00271,0.002107,0.003971,,,,,,,,,5099.4,         ACIS-7,u          ,64,39,23,16,27,4,14,8,0,4,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
38,XTE J1550-564       ,BH0010,3,0.0,ACIS,acisfJ1550572m562902_001, 2CXO J155058.6-562835,237.7445,-56.47643,1846,0,0.012062,0.010165,0.013959,   0.0000,   0.0000,   1.1534,7.027e-06,5.1e-06,8.84e-06,1.09e-14,7.911e-15,1.371e-14,False,42.764,35.076,50.452,False,0.0040658,0.002951,0.0051151,610.12,204.32,363.64,82.34,,85036345.797,85040972.997,4627.2,2000-09-11T05:12:26,2000-09-11T06:29:33,51798.21697,50814.0,6.685e-05,5.968e-05,7.403e-05,0.025103,0.02241,0.027796,0.576,8.59,46,1.278e-13,1.048e-13,1.508e-13,55.105,46.438,63.773,0.000e+00,0.000e+00,1.586e-06,18.575,13.482,23.369,0.0093604,0.0076776,0.011043,9.32,5.56,6.36,3.76,     0.00,   0.0000,   0.0000,0.00029232,1.825e-13,1.617e-13,2.021e-13,0.000e+00,0.000e+00,8.892e-16,4.739e-14,3.993e-14,5.484e-14,2.228e-05,1.827e-05,2.628e-05,114.69,102.38,126.99,1.873e-05,1.578e-05,2.167e-05,0.0949,-0.0231,0.2092,0.5284,0.4104,0.6377,0.4547,0.3317,0.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.119,0.113,0.312,0.0001262,0.02312,0.023,0.02325,0.0,0.189,0.631,0.616,0.0002524,0.008405,0.008142,0.00869,0.0,0.118,0.334,0.343,9.785e-05,0.01101,0.01091,0.01112,1.0,0.597,0.843,0.513,0.0007872,0.00368,0.003188,0.007341,,,,,,,,,4568.6,         ACIS-7,u          ,107,31,39,8,51,4,17,5,0,3,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
39,XTE J1550-564       ,BH0010,4,0.0,ACIS,acisfJ1550572m562902_001, 2CXO J155058.6-562835,237.7445,-56.47643,3672,0,0.0017865,0.0014169,0.0021356,   0.0000,   0.0000,   1.2136,4.885e-07,2.233e-07,7.398e-07,7.432e-16,3.397e-16,1.125e-15,False,24.118,18.271,29.599,False,0.00025729,0.00011762,0.00038961,295.35,137.37,175.65,14.51,,140865738.586,140883993.468,18254.882,2002-06-19T09:22:19,2002-06-19T14:26:33,52444.39049,50814.0,8.937e-06,7.589e-06,1.028e-05,0.0033176,0.0028172,0.0038181,0.589,10.21,46,2.04e-14,1.545e-14,2.535e-14,32.2,25.538,38.492,0.000e+00,0.000e+00,6.881e-07,4.6373,2.1199,7.0221,0.0013381,0.0010137,0.0016422,6.63,4.26,4.97,1.89,     0.00,   0.0000,   0.0000,8.0157e-05,2.752e-14,2.335e-14,3.169e-14,0.000e+00,0.000e+00,3.859e-16,7.074e-15,5.61e-15,8.456e-15,3.209e-06,2.431e-06,3.938e-06,59.796,50.777,68.815,2.846e-06,2.257e-06,3.402e-06,0.0712,-0.0831,0.218,0.7458,0.6065,0.8588,0.7096,0.5628,0.8339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.71,0.412,0.1,0.0008578,0.003068,0.002464,0.007231,0.0,0.253,0.195,0.01,6.644e-05,0.001205,0.001169,0.001485,0.0,0.282,0.516,0.185,0.0001109,0.001643,0.001588,0.002355,0.0,0.493,0.249,0.39,1.353e-05,0.0002191,0.0002143,0.0003168,,,,,,,,,18023.7,         ACIS-7,u          ,56,91,22,32,30,10,4,15,0,13,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
40,XTE J1550-564       ,BH0010,5,0.0,ACIS,acisfJ1550572m562902_001, 2CXO J155058.6-562835,237.7445,-56.47643,3807,0,0.0044293,0.0039412,0.0049174,   0.0000,   0.0000,   1.2041,1.863e-06,1.418e-06,2.28e-06,2.821e-15,2.148e-15,3.453e-15,False,87.471,76.452,98.49,False,0.0009704,0.00073866,0.0011877,1101.48,429.63,620.49,104.46,,149286086.102,149310838.102,24752.0,2002-09-24T20:21:26,2002-09-25T03:13:58,52541.84822,50814.0,2.384e-05,2.194e-05,2.575e-05,0.0088433,0.0081372,0.0095494,0.579,9.5,46,5.808e-14,5.076e-14,6.54e-14,108.25,96.319,120.17,0.000e+00,0.000e+00,4.471e-07,23.715,18.052,29.025,0.0035792,0.0031283,0.0040301,12.52,7.94,9.07,4.32,     0.00,   0.0000,   0.0000,4.9271e-05,7.761e-14,7.141e-14,8.381e-14,0.000e+00,0.000e+00,2.985e-16,1.839e-14,1.637e-14,2.042e-14,8.584e-06,7.502e-06,9.665e-06,216.12,198.86,233.37,7.075e-06,6.295e-06,7.855e-06,0.0987,0.0169,0.1793,0.6471,0.5678,0.7202,0.5846,0.4978,0.6652,6.820e-14,5.963e-14,7.600e-14,    2.152,    1.857,    2.491,,    88.48,    69.64,    111.9,,3.789e-05,2.632e-05,5.676e-05,,    1.087,6.065e-14,5.000e-14,6.800e-14,   0.8051,   0.7183,   0.8981,,    20.75,    10.73,    32.89,,1.707e-05,1.136e-05,2.651e-05,,    1.676,6.563e-14,5.171e-14,7.413e-14,    4.370,    3.062,    6.887,,    69.44,    56.52,    84.56,,3.169e-05,2.564e-05,4.075e-05,,    1.104,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.098,0.688,0.872,8.975e-05,0.008201,0.008068,0.008294,0.0,0.217,0.863,0.749,0.0002434,0.003232,0.003054,0.00457,0.0,0.19,0.802,0.876,0.0002897,0.004075,0.003771,0.004707,1.0,0.539,0.713,0.431,0.000125,0.0008887,0.0008257,0.001619,,,,,,,,,24438.6,         ACIS-7,u          ,203,120,80,35,101,16,22,18,0,14,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
41,XTE J1550-564       ,BH0010,6,0.0,ACIS,acisfJ1550572m562902_001, 2CXO J155058.6-562835,237.7445,-56.47643,5190,0,0.0011702,0.00098774,0.0013526,,,,1.063e-06,8.168e-07,1.309e-06,1.616e-15,1.242e-15,1.991e-15,False,75.487,65.231,85.743,False,0.00053361,0.00040997,0.00065726,774.27,343.51,299.16,143.69,,183281661.487,183330106.287,48444.8,2003-10-23T07:34:21,2003-10-23T21:01:46,52935.31553,50814.0,8.705e-06,7.881e-06,9.53e-06,0.0032173,0.0029126,0.003522,0.579,9.4,46,2.163e-14,1.868e-14,2.459e-14,55.971,47.245,64.697,,,,25.524,19.61,31.438,0.0015782,0.0013638,0.0017926,10.56,7.36,6.41,4.32,,,,,2.716e-14,2.458e-14,2.974e-14,,,,4.602e-15,3.884e-15,5.32e-15,3.789e-06,3.274e-06,4.304e-06,153.89,139.31,168.46,1.888e-06,1.593e-06,2.182e-06,0.3385,0.2467,0.4254,0.5634,0.4716,0.649,0.2761,0.1505,0.3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.503,0.993,0.969,0.0003428,0.002993,0.002573,0.003451,0.0,0.495,0.722,0.91,0.0001926,0.001424,0.001315,0.003013,2.0,0.891,0.989,0.96,0.0003543,0.001073,0.000719,0.001428,0.0,0.486,0.254,0.42,4.369e-05,0.0004954,0.0004772,0.0008383,,,,,,,,,47831.4,         ACIS-7,u          ,145,228,69,80,52,33,24,51,0,212,29.24,7025.511,False,False,False,2.708e-14,2.486e-14,2.918e-14,8.0,1.0,9.671e-05,8.0,1.0,3.696e-05,8.0,1.0,6.958e-06,8.0,1.0,1.157e-05,0.0,0.239,4.953e-07,7,0,0,0,0,0
42,XTE J1650-500       ,BH0011,0,0.0,ACIS,acisfJ1650030m495507_001, 2CXO J165000.9-495744,252.5039,-49.96229,2731,0,,,,40.593,32.883,47.875,0.0001596,0.0001548,0.0001644,2.489e-13,2.414e-13,2.559e-13, TRUE,4045.4,3969.1,4117.6,False,0.083628,0.081111,0.085978,53076.07, 22356.02, 22252.72,  8958.19,   109.34,131423423.309,131443563.709,20140.4,2002-03-02T02:30:23,2002-03-02T08:06:04,52335.10444,50814.0,0.001405,0.001388,0.001421,0.50576,0.4999,0.51161,2.634,2.56,2,4.081e-12,4.008e-12,4.15e-12,,,,1.811e-05,1.467e-05,2.136e-05,1527.6,1481.6,1570.5,0.22149,0.21741,0.22557,86.04,55.31,,33.38,5.41,0.0022223,0.0018002,0.002621,5.097e-12,5.032e-12,5.158e-12,1.752e-14,1.420e-14,2.065e-14,,,,0.0005532,0.0005429,0.0005629,9238.3,9131.4,9345.2,,,,,,,0.5534,0.5415,0.564,,,,4.599e-12,4.533e-12,4.668e-12,    1.718,    1.682,    1.755,,    55.46,    53.71,    57.28,, 0.001316, 0.001263, 0.001371,,    0.845,3.990e-12,3.921e-12,4.052e-12,   0.8337,   0.8214,   0.8463,,    14.24,    13.21,    15.32,,0.0008850,0.0008398,0.0009327,,    2.326,4.556e-12,4.481e-12,4.625e-12,    8.415,    7.716,    9.234,,    47.83,    46.51,    49.19,, 0.001461, 0.001434, 0.001490,,    0.920,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.146,0.988,0.996,0.001541,0.4373,0.4358,0.4389,0.0,    0.197,    0.997,    0.998, 0.001344,   0.1888,   0.1875,   0.1901,0.0,    0.047,    0.665,    0.456,0.0001809,   0.1759,   0.1757,   0.1761,0.0,    0.033,    0.299,    0.115,1.828e-05,  0.07265,  0.07263,  0.07267,0.0,    0.246,    0.519,    0.862,0.0001534, 0.001931, 0.001799, 0.002262,18266.3,         ACIS-7,u          ,8807,312,3802,167,3542,92,1463,53,39,11,86.04,53076.07,False,False,False,3.558e-15,1.986e-15,5.047e-15,,,,8.0,1.0,0.0005528,,,,8.0,1.0,0.0001593,8.0,1.0,6.808e-06,2,0,0,0,0,0
43,XTE J1650-500       ,BH0011,1,0.0,ACIS,acisfJ1650027m495749_001, 2CXO J165000.9-495744,252.5039,-49.96229,7512,0,3.6821e-05,   0.0000,7.1476e-05,0.0,0.0,1.0789,2.055e-07,7.339e-08,3.376e-07,3.112e-16,1.037e-16,5.187e-16,FALSE,3.3858,1.1286,5.643,False,9.5352e-05,3.4054e-05,0.00015665,12.84,,,,,299635382.717,299671494.662,36111.945,2007-07-01T00:03:03,2007-07-01T10:04:55,54282.00211,50814.0,5.6e-07,3.067e-07,8.001e-07,0.00020608,0.00011285,0.0002944,0.307,330.3,40,3.429e-15,1.225e-15,5.633e-15,   1.3128,   0.0000,   2.5485,0.0,0.0,5.722e-07,3.3998,1.2142,5.5853,9.4961e-05,3.1654e-05,0.00015827,2.27,1.5,     1.03,1.56,0.0,0.0,0.0,3.1467e-05,3.558e-15,1.986e-15,5.047e-15,,,,0.000e+00,0.000e+00,1.960e-16,2.277e-07,7.591e-08,3.796e-07,7.3477,4.0237,10.497,6.048e-08,0.000e+00,1.174e-07,   0.6608,   0.2680,   0.9200,0.0937,-0.3267,0.4866,  -0.6046,  -0.8913,  -0.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.473,0.025,0.137,9.944e-06,0.0001938,0.0001908,0.0002776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35654.6,         ACIS-7,u          ,7,14,3,6,1,3,3,5,0,2,86.04,53076.07,False,False,False,3.558e-15,1.986e-15,5.047e-15,,,,8.0,1.0,0.0005528,,,,8.0,1.0,0.0001593,8.0,1.0,6.808e-06,2,0,0,0,0,0
