index,class,hea_class,B_M_FLUX_AP,B_B_FLUX_AP_AVG,B_B_FLUX_BB_AP,B_B_FLUX_BREMS_AP,B_B_FLUX_BREMS_AP90,B_B_FLUX_PLAW_AP,B_B_FLUX_PLAW_AP90,B_B_KP_INTRA_PROB,B_B_KS_INTRA_PROB,B_B_PHOTFLUX_AP,B_B_PHOTFLUX_AP90,B_B_PHOTFLUX_AP90_AVG,B_B_PHOTFLUX_AP_AVG,B_B_VAR_INTER_INDEX,B_B_VAR_INTER_PROB,B_B_VAR_INTER_SIGMA,B_B_VAR_INTRA_INDEX,B_B_VAR_INTRA_PROB,B_BB_AMPL,B_BB_AMPL_RHAT,B_BB_KT,B_BB_KT_RHAT,B_BB_NH,B_BB_NH_RHAT,B_BB_STAT,B_BREMS_KT,B_BREMS_KT_RHAT,B_BREMS_NH,B_BREMS_NH_RHAT,B_BREMS_NORM,B_BREMS_NORM_RHAT,B_BREMS_STAT,B_FLUX_APEC,B_FLUX_BB,B_FLUX_BREMS,B_FLUX_PLAW,B_H_FLUX_AP,B_H_FLUX_AP90,B_H_FLUX_AP90_AVG,B_H_FLUX_AP_AVG,B_H_FLUX_APEC_AP,B_H_FLUX_APEC_AP90,B_H_FLUX_BB_AP,B_H_FLUX_BB_AP90,B_H_FLUX_BREMS_AP,B_H_FLUX_BREMS_AP90,B_H_FLUX_PLAW_AP,B_H_FLUX_PLAW_AP90,B_H_KP_INTRA_PROB,B_H_KS_INTRA_PROB,B_H_PHOTFLUX_AP,B_H_PHOTFLUX_AP90,B_H_PHOTFLUX_AP90_AVG,B_H_PHOTFLUX_AP_AVG,B_H_VAR_INTER_INDEX,B_H_VAR_INTER_PROB,B_H_VAR_INTER_SIGMA,B_H_VAR_INTRA_INDEX,B_H_VAR_INTRA_PROB,B_HARDNESS_RATIO_HM,B_HARDNESS_RATIO_HS,B_HARDNESS_RATIO_MS,B_M_FLUX_AP90,B_M_FLUX_AP90_AVG,B_M_FLUX_AP_AVG,B_M_FLUX_APEC_AP,B_M_FLUX_APEC_AP90,B_M_FLUX_BB_AP,B_M_FLUX_BB_AP90,B_M_FLUX_BREMS_AP,B_M_FLUX_BREMS_AP90,B_M_FLUX_PLAW_AP,B_M_FLUX_PLAW_AP90,B_M_KP_INTRA_PROB,B_M_KS_INTRA_PROB,B_M_PHOTFLUX_AP,B_M_PHOTFLUX_AP90,B_M_PHOTFLUX_AP90_AVG,B_M_PHOTFLUX_AP_AVG,B_M_VAR_INTER_INDEX,B_M_VAR_INTER_PROB,B_M_VAR_INTER_SIGMA,B_M_VAR_INTRA_INDEX,B_M_VAR_INTRA_PROB,B_POWLAW_AMPL,B_POWLAW_AMPL_RHAT,B_POWLAW_GAMMA,B_POWLAW_GAMMA_RHAT,B_POWLAW_NH,B_POWLAW_NH_RHAT,B_POWLAW_STAT,B_S_FLUX_AP,B_S_FLUX_AP90,B_S_FLUX_AP90_AVG,B_S_FLUX_AP_AVG,B_S_FLUX_APEC_AP,B_S_FLUX_APEC_AP90,B_S_FLUX_BB_AP,B_S_FLUX_BB_AP90,B_S_FLUX_BREMS_AP,B_S_FLUX_BREMS_AP90,B_S_FLUX_PLAW_AP,B_S_FLUX_PLAW_AP90,B_S_KP_INTRA_PROB,B_S_KS_INTRA_PROB,B_S_PHOTFLUX_AP,B_S_PHOTFLUX_AP90,B_S_PHOTFLUX_AP90_AVG,B_S_PHOTFLUX_AP_AVG,B_S_VAR_INTER_INDEX,B_S_VAR_INTER_PROB,B_S_VAR_INTER_SIGMA,B_S_VAR_INTRA_INDEX,B_S_VAR_INTRA_PROB
199,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
200,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
201,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
202,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
203,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
204,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
205,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
206,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
207,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
208,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
209,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
210,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
211,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
212,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
213,0.0,1600,1.06e-13,0.0,8.27e-13,6.37e-13,6.3e-13,6.35e-13,6.28e-13,0.244,0.537,0.000299,0.000296,0.000298,0.000301,0,0.0,0.0,0,0.0637,0.00925,0.0,0.256,0.0,17700000000000.0,0.0,3.41,0.815,0.0,5.02e+20,0.0,0.000468,0.0,1.41,0.0,3.44e-13,3.88e-13,3.82e-13,6.72e-14,7.15e-14,0.0,0.0,1.15e-13,1.22e-13,8.82e-14,9.38e-14,9.49e-14,1.01e-13,1.02e-13,1.09e-13,0.0113,0.0615,1.57e-05,1.67e-05,0.0,0.0,0,0.0,0.0,0,0.386,-0.483,-0.804,-0.525,1.06e-13,0.0,0.0,1.11e-13,1.11e-13,1.14e-13,1.14e-13,1.1e-13,1.1e-13,1.09e-13,1.09e-13,0.684,0.329,4.51e-05,4.5e-05,4.48e-05,4.48e-05,0,0.0,0.0,0,0.111,0.000393,0.0,4.22,0.0,2.99e+21,0.0,2.18,2.39e-13,2.34e-13,0.0,0.0,2.34e-13,2.29e-13,2.23e-13,2.19e-13,2.35e-13,2.3e-13,2.38e-13,2.33e-13,0.158,0.38,0.000145,0.000142,0.000147,0.000149,0,0.0,0.0,0,0.0887
214,0.0,1600,9.03e-17,7.68e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-07,3.15e-07,4.45e-07,4.45e-07,0,0.161,6.4e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-16,2.63e-16,3.12e-16,3.43e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,6.08e-08,6.38e-08,7.06e-08,0,0.186,1.98e-08,0,0.0,0.367,-0.354,-0.615,9.84e-17,3.2e-16,3.37e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-08,4.02e-08,1.14e-07,1.17e-07,3,0.608,4.65e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-16,1.72e-16,2.53e-16,3.01e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,1.14e-07,1.67e-07,1.98e-07,0,0.441,8.36e-08,0,0.0
215,0.0,1600,9.03e-17,7.68e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-07,3.15e-07,4.45e-07,4.45e-07,0,0.161,6.4e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-16,2.63e-16,3.12e-16,3.43e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,6.08e-08,6.38e-08,7.06e-08,0,0.186,1.98e-08,0,0.0,0.367,-0.354,-0.615,9.84e-17,3.2e-16,3.37e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-08,4.02e-08,1.14e-07,1.17e-07,3,0.608,4.65e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-16,1.72e-16,2.53e-16,3.01e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,1.14e-07,1.67e-07,1.98e-07,0,0.441,8.36e-08,0,0.0
216,0.0,1600,9.03e-17,7.68e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-07,3.15e-07,4.45e-07,4.45e-07,0,0.161,6.4e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-16,2.63e-16,3.12e-16,3.43e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,6.08e-08,6.38e-08,7.06e-08,0,0.186,1.98e-08,0,0.0,0.367,-0.354,-0.615,9.84e-17,3.2e-16,3.37e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-08,4.02e-08,1.14e-07,1.17e-07,3,0.608,4.65e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-16,1.72e-16,2.53e-16,3.01e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,1.14e-07,1.67e-07,1.98e-07,0,0.441,8.36e-08,0,0.0
217,0.0,1600,9.03e-17,7.68e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-07,3.15e-07,4.45e-07,4.45e-07,0,0.161,6.4e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-16,2.63e-16,3.12e-16,3.43e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,6.08e-08,6.38e-08,7.06e-08,0,0.186,1.98e-08,0,0.0,0.367,-0.354,-0.615,9.84e-17,3.2e-16,3.37e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-08,4.02e-08,1.14e-07,1.17e-07,3,0.608,4.65e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-16,1.72e-16,2.53e-16,3.01e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,1.14e-07,1.67e-07,1.98e-07,0,0.441,8.36e-08,0,0.0
218,0.0,1600,9.03e-17,7.68e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-07,3.15e-07,4.45e-07,4.45e-07,0,0.161,6.4e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73e-16,2.63e-16,3.12e-16,3.43e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25e-08,6.08e-08,6.38e-08,7.06e-08,0,0.186,1.98e-08,0,0.0,0.367,-0.354,-0.615,9.84e-17,3.2e-16,3.37e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34e-08,4.02e-08,1.14e-07,1.17e-07,3,0.608,4.65e-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12e-16,1.72e-16,2.53e-16,3.01e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,1.14e-07,1.67e-07,1.98e-07,0,0.441,8.36e-08,0,0.0
