obs_id,src_id,num_obs,sepn,name,src_n,ra,dec,livetime,significance,likelihood,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_s,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,streak_src_flag,likelihood_b,likelihood_h,likelihood_m,likelihood_s,likelihood_u,gti_elapse,photflux_aper_b,photflux_aper_lolim_b,photflux_aper_hilim_b,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,photflux_aper_u,photflux_aper_lolim_u,photflux_aper_hilim_u,src_rate_aper_hilim_h,flux_significance_b,flux_significance_h,flux_significance_m,flux_significance_s,flux_significance_u,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_u,flux_aper_lolim_u,flux_aper_hilim_u,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,photflux_aper_h,photflux_aper_lolim_h,photflux_aper_hilim_h,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_m,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_hs,hard_hs_lolim,hard_hs_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,powlaw_gamma,powlaw_gamma_lolim,powlaw_gamma_hilim,powlaw_gamma_rhat,powlaw_nh,powlaw_nh_lolim,powlaw_nh_hilim,powlaw_nh_rhat,powlaw_ampl,powlaw_ampl_lolim,powlaw_ampl_hilim,powlaw_ampl_rhat,powlaw_stat,flux_bb,flux_bb_lolim,flux_bb_hilim,bb_kt,bb_kt_lolim,bb_kt_hilim,bb_kt_rhat,bb_nh,bb_nh_lolim,bb_nh_hilim,bb_nh_rhat,bb_ampl,bb_ampl_lolim,bb_ampl_hilim,bb_ampl_rhat,bb_stat,flux_brems,flux_brems_lolim,flux_brems_hilim,brems_kt,brems_kt_lolim,brems_kt_hilim,brems_kt_rhat,brems_nh,brems_nh_lolim,brems_nh_hilim,brems_nh_rhat,brems_norm,brems_norm_lolim,brems_norm_hilim,brems_norm_rhat,brems_stat,flux_apec,flux_apec_lolim,flux_apec_hilim,var_index_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b,var_max_b,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,var_index_u,var_prob_u,ks_prob_u,kp_prob_u,var_sigma_u,var_mean_u,var_min_u,var_max_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_s,var_inter_prob_s,var_inter_sigma_s,var_inter_index_u,var_inter_prob_u,var_inter_sigma_u
CV_0_obs_11,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3971.3,52.93,16618.73,0.0,0.0,1.579e-06,0.0,0.0,2.15e-15,False,,,,,,4967.4,0.0,0.0,1.305e-06,0.0,0.0,6.901000000000001e-15,0.0,0.0,0.0001182,0.00035814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.840000000000001e-15,0.0,0.0,6.629e-14,0.0,0.0,1.9910000000000002e-15,0.0,0.0,8.099e-07,0.0,0.0,6.329e-07,0.9994,-0.2467,1.0,-0.9994,-1.0,0.0593,-0.9994,-1.0,-0.0831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_12,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,4138.6,52.93,16618.73,1.79e-06,0.0,3.486e-06,0.0,0.0,2.264e-15,False,,,,,,5175.0,0.0,0.0,2.807e-06,0.0,0.0,9.587999999999999e-15,0.0,0.0,0.0001264,0.00034878,0.0,0.0,0.0,1.03,0.0,0.0,0.0,2.532e-15,0.0,0.0,7.088e-14,0.0,0.0,2.525e-15,0.0,0.0,1.33e-06,0.0,0.0,9.848e-07,0.9994,-0.213,1.0,-0.9994,-1.0,-0.2292,-0.9994,-1.0,-0.3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_13,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3968.3,52.93,16618.73,1.2969999999999998e-06,0.0,2.5939999999999996e-06,0.0,0.0,2.437e-15,False,,,,,,4964.4,0.0,0.0,2.119e-06,0.0,0.0,6.7370000000000004e-15,0.0,0.0,9.131e-05,0.00034926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1260000000000002e-15,0.0,0.0,5.12e-14,0.0,0.0,1.837e-15,0.0,0.0,8.221999999999999e-07,0.0,0.0,6.018e-07,0.9981,-1.0,1.0,-0.9994,-1.0,-0.3042,-0.9994,-1.0,-0.4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_14,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3904.0,52.93,16618.73,0.0,0.0,1.736e-06,0.0,0.0,2.364e-15,False,,,,,,4884.0,0.0,0.0,1.485e-06,0.0,0.0,7.132e-15,0.0,0.0,0.0001216,0.00036946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.923000000000001e-15,0.0,0.0,8.252999999999999e-14,0.0,0.0,1.907e-15,0.0,0.0,7.990000000000001e-07,0.0,0.0,7.437000000000001e-07,0.9994,-0.3342,1.0,-0.9994,-1.0,0.0119,-0.9994,-1.0,-0.0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_15,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3961.8,52.93,16618.73,1.2919999999999999e-06,0.0,2.5839999999999997e-06,1.986e-15,0.0,3.971e-15,False,,,,,,4957.8,0.0,0.0,1.976e-06,0.0,0.0,6.962000000000001e-15,0.0,0.0,9.163e-05,0.00036312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0809999999999998e-15,0.0,0.0,5.138e-14,0.0,0.0,1.987e-15,0.0,0.0,8.170000000000001e-07,0.0,0.0,7.75e-07,0.9994,-1.0,1.0,-0.9994,-1.0,-0.3079,-0.9994,-1.0,-0.3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_16,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,4136.0,52.93,16618.73,0.0,0.0,1.4530000000000001e-06,0.0,0.0,1.979e-15,False,,,,,,5176.2,0.0,0.0,1.3419999999999998e-06,0.0,0.0,6.6760000000000004e-15,0.0,0.0,7.459e-05,0.00034761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.753e-15,0.0,0.0,4.78e-14,0.0,0.0,1.8929999999999998e-15,0.0,0.0,9.259e-07,0.0,0.0,7.383e-07,0.9994,-0.268,1.0,-0.9994,-1.0,0.138,-0.9994,-1.0,0.0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_17,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,4035.0,52.93,16618.73,5.353e-05,3.698e-05,7.007e-05,4.928e-14,3.405e-14,6.451000000000001e-14,False,267.44,,,258.59,,5047.2,5.49e-05,3.793e-05,7.187e-05,0.0,0.0,2.8389999999999996e-14,0.0004931,0.00018700000000000002,0.0007991000000000001,0.0003021,3.24,0.0,0.0,3.24,1.61,4.9910000000000005e-14,3.448e-14,6.533e-14,5.976e-14,2.267e-14,9.685e-14,0.0,0.0,8.331999999999999e-15,0.0,0.0,4.099e-06,0.0,0.0,2.486e-06,0.9994,-0.1305,1.0,-0.9994,-1.0,-0.8601,-0.9994,-1.0,-0.9138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.289,0.585,0.38799999999999996,0.0023989999999999997,0.01484,0.01198,0.0202,,,,,,,,,,,,,,,,,0.0,0.289,0.585,0.38799999999999996,0.0023989999999999997,0.01484,0.01198,0.0202,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_18,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3965.1,52.93,16618.73,1.223e-06,0.0,2.446e-06,2.475e-15,1.3019999999999998e-16,4.819e-15,False,,,,,,4964.4,0.0,0.0,2.115e-06,0.0,0.0,7.033e-15,0.0,0.0,6.417e-05,0.00036439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5299999999999998e-15,0.0,0.0,3.598e-14,0.0,0.0,1.847e-15,0.0,0.0,8.584e-07,0.0,0.0,7.204e-07,0.9994,-0.2867,1.0,-0.9994,-1.0,-0.268,-0.9994,-1.0,-0.3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_19,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3964.8,52.93,16618.73,0.0,0.0,2.214e-06,0.0,0.0,3.1309999999999998e-15,False,,,,,,4960.8,0.0,0.0,2.14e-06,0.0,0.0,1.098e-14,0.0,0.0,8.561e-05,0.00031976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286e-14,0.0,0.0,5.5210000000000005e-14,0.0,0.0,2.843e-15,0.0,0.0,1.5219999999999998e-06,0.0,0.0,1.109e-06,0.9994,-0.2155,1.0,-0.9994,-1.0,0.1993,-0.9994,-1.0,0.0443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_20,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3961.8,52.93,16618.73,0.0,0.0,1.4880000000000002e-06,0.0,0.0,2.027e-15,False,,,,,,4957.8,0.0,0.0,1.3290000000000001e-06,0.0,0.0,6.9159999999999996e-15,0.0,0.0,7.205e-05,0.0003605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.983e-15,0.0,0.0,4.04e-14,0.0,0.0,1.9010000000000003e-15,0.0,0.0,8.117e-07,0.0,0.0,7.414e-07,0.9994,-0.3217,1.0,-0.9994,-1.0,0.0943,-0.9994,-1.0,0.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_21,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,4139.6,52.93,16618.73,0.0,0.0,2.0709999999999997e-06,0.0,0.0,2.82e-15,False,,,,,,5179.8,0.0,0.0,2.8989999999999997e-06,2.827e-14,2.6920000000000004e-15,5.25e-14,0.0,0.0,8.507e-05,0.0006791,0.0,1.14,0.0,0.0,0.0,2.411e-14,0.0,4.67e-14,0.0,0.0,5.486e-14,0.0,0.0,2.826e-15,1.555e-06,1.555e-07,2.8769999999999997e-06,0.0,0.0,9.702e-07,0.9994,0.2742,1.0,0.6596,-0.0993,1.0,-0.9994,-1.0,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_22,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3964.7,52.93,16618.73,0.0,0.0,1.5119999999999999e-06,0.0,0.0,2.06e-15,False,,,,,,4960.8,0.0,0.0,1.8869999999999999e-06,0.0,0.0,6.975e-15,0.0,0.0,8.06e-05,0.00036332,0.0,0.0,1.08,0.0,0.0,0.0,0.0,3.9259999999999995e-15,0.0,0.0,4.52e-14,3.1579999999999996e-15,3.007e-16,5.865e-15,0.0,0.0,8.186e-07,7.595e-07,3.7969999999999995e-08,1.4430000000000002e-06,-0.9994,-1.0,-0.0081,-0.9994,-1.0,0.0868,-0.1811,-0.6102,0.6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
CV_0_obs_23,CV_0,25,0.1579536, 2CXO J004247.1+411619,CSS120424:125906+242634,10.69654,41.27215,3962.4,52.93,16618.73,0.0,0.0,1.393e-06,0.0,0.0,1.898e-15,False,,,,,,4958.4,0.0,0.0,1.285e-06,0.0,0.0,6.963e-15,0.0,0.0,7.549e-05,0.00036227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.720000000000001e-15,0.0,0.0,4.233e-14,0.0,0.0,1.829e-15,0.0,0.0,8.172e-07,0.0,0.0,7.136e-07,0.9994,-0.3217,1.0,-0.9994,-1.0,0.1218,-0.9994,-1.0,0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0004766,,,,,,,5.0,0.9890000000000001,2.546e-05,,,
