obs_id,src_id,num_obs,sepn,name,src_n,ra,dec,livetime,significance,likelihood,photflux_aper_s,photflux_aper_lolim_s,photflux_aper_hilim_s,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,streak_src_flag,likelihood_b,likelihood_h,likelihood_m,likelihood_s,likelihood_u,gti_elapse,photflux_aper_b,photflux_aper_lolim_b,photflux_aper_hilim_b,flux_aper_h,flux_aper_lolim_h,flux_aper_hilim_h,photflux_aper_u,photflux_aper_lolim_u,photflux_aper_hilim_u,src_rate_aper_hilim_h,flux_significance_b,flux_significance_h,flux_significance_m,flux_significance_s,flux_significance_u,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_u,flux_aper_lolim_u,flux_aper_hilim_u,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,photflux_aper_h,photflux_aper_lolim_h,photflux_aper_hilim_h,photflux_aper_m,photflux_aper_lolim_m,photflux_aper_hilim_m,hard_hm,hard_hm_lolim,hard_hm_hilim,hard_hs,hard_hs_lolim,hard_hs_hilim,hard_ms,hard_ms_lolim,hard_ms_hilim,flux_powlaw,flux_powlaw_lolim,flux_powlaw_hilim,powlaw_gamma,powlaw_gamma_lolim,powlaw_gamma_hilim,powlaw_gamma_rhat,powlaw_nh,powlaw_nh_lolim,powlaw_nh_hilim,powlaw_nh_rhat,powlaw_ampl,powlaw_ampl_lolim,powlaw_ampl_hilim,powlaw_ampl_rhat,powlaw_stat,flux_bb,flux_bb_lolim,flux_bb_hilim,bb_kt,bb_kt_lolim,bb_kt_hilim,bb_kt_rhat,bb_nh,bb_nh_lolim,bb_nh_hilim,bb_nh_rhat,bb_ampl,bb_ampl_lolim,bb_ampl_hilim,bb_ampl_rhat,bb_stat,flux_brems,flux_brems_lolim,flux_brems_hilim,brems_kt,brems_kt_lolim,brems_kt_hilim,brems_kt_rhat,brems_nh,brems_nh_lolim,brems_nh_hilim,brems_nh_rhat,brems_norm,brems_norm_lolim,brems_norm_hilim,brems_norm_rhat,brems_stat,flux_apec,flux_apec_lolim,flux_apec_hilim,var_index_b,var_prob_b,ks_prob_b,kp_prob_b,var_sigma_b,var_mean_b,var_min_b,var_max_b,var_index_h,var_prob_h,ks_prob_h,kp_prob_h,var_sigma_h,var_mean_h,var_min_h,var_max_h,var_index_m,var_prob_m,ks_prob_m,kp_prob_m,var_sigma_m,var_mean_m,var_min_m,var_max_m,var_index_s,var_prob_s,ks_prob_s,kp_prob_s,var_sigma_s,var_mean_s,var_min_s,var_max_s,var_index_u,var_prob_u,ks_prob_u,kp_prob_u,var_sigma_u,var_mean_u,var_min_u,var_max_u,var_inter_index_b,var_inter_prob_b,var_inter_sigma_b,var_inter_index_h,var_inter_prob_h,var_inter_sigma_h,var_inter_index_m,var_inter_prob_m,var_inter_sigma_m,var_inter_index_s,var_inter_prob_s,var_inter_sigma_s,var_inter_index_u,var_inter_prob_u,var_inter_sigma_u
PL_4_obs_12,PL_4,22,0.0, 2CXO J083520.6-451034,PSR_J0835-4510_,128.8359,-45.17629,19870.0,397.2,1.7976930000000018e+308,0.0001022,9.77e-05,0.0001066,1.684e-13,1.611e-13,1.757e-13,False,617.59,510.18,77.24,248.3,261.77,20124.8,0.0002437,0.0002345,0.0002528,5.622e-13,5.248e-13,5.995e-13,0.0002085,0.0001971,0.00022,0.024401,26.73,12.76,8.22,22.91,18.19,7.717e-13,7.444e-13,7.99e-13,2.11e-13,1.998e-13,2.222e-13,4.8310000000000004e-14,4.2210000000000004e-14,5.4039999999999996e-14,5.481e-05,5.051e-05,5.911e-05,1.977e-05,1.729e-05,2.2100000000000002e-05,0.4697,0.4154,0.5265,-0.3011,-0.3404,-0.2617,-0.6758,-0.7114,-0.6415,3.039e-13,2.875e-13,3.229e-13,2.5340000000000003,2.424,2.641,,2.086e-06,,0.3871,,9.267e-05,8.912e-05,9.606e-05,,2.125,1.813e-13,1.721e-13,1.887e-13,0.179,0.1724,0.1857,,1.952e-06,,1.251,,0.02664,0.02241,0.03307,,2.609,3.064e-13,2.494e-13,3.334e-13,2.967,2.443,3.515,,2.824e-05,,27.0,,0.0001057,0.0001046,0.00035350000000000003,,3.018,,,,0.0,0.022,0.648,0.682,7.645e-06,0.156,0.156,0.156,0.0,0.041,0.282,0.171,6.167999999999998e-06,0.04219,0.04218,0.04219,0.0,0.053,0.773,0.7809999999999999,3.695e-05,0.03299,0.03296,0.033030000000000004,0.0,0.03,0.257,0.33399999999999996,6.022e-06,0.0808,0.08079,0.0808,0.0,0.065,0.424,0.462,7.137e-05,0.032889999999999996,0.03282,0.03297,8.0,1.0,0.0004994,8.0,1.0,0.0001473,8.0,1.0,5.595e-05,8.0,1.0,0.0001041,8.0,1.0,0.0005449
PL_5_obs_0,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,845.1,18.4,1983.433,0.0,0.0,3.94e-06,,,,False,,,,,,914.5,0.0,0.0,1.293e-05,3.439e-14,4.689e-15,6.409e-14,0.0,0.0,7.561e-05,0.0039382,0.0,1.12,0.0,0.0,0.0,3.1369999999999997e-14,1.6510000000000002e-15,5.944e-14,,,,,,,5.387e-06,4.489e-07,1.01e-05,0.0,0.0,2.495e-06,0.9994,0.4191,1.0,0.9994,0.2105,1.0,-0.9994,-1.0,0.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_1,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,1928.3,18.4,1983.433,0.0,0.0,1.153e-06,,,,False,,,,,,5579.2,3.3410000000000007e-06,6.96e-07,5.986e-06,,,,0.0,0.0,5.5760000000000005e-06,0.00064677,1.26,0.0,1.31,0.0,0.0,4.11e-15,1.9569999999999998e-16,8.025e-15,,,,5.339e-15,1.2710000000000001e-15,9.406e-15,0.0,0.0,1.557e-06,2.068e-06,4.922999999999999e-07,3.643e-06,-0.9994,-1.0,-0.168,0.9994,-1.0,1.0,0.9994,0.3029,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_2,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,5307.0,18.4,1983.433,8.956e-07,2.149e-07,1.576e-06,1.3560000000000001e-15,3.2539999999999997e-16,2.387e-15,False,223.62,,104.23,,,5579.2,5.82e-06,3.766e-06,7.874e-06,3.045e-14,1.08e-14,5.009e-14,0.0,0.0,2.096e-06,0.0011054,2.83,1.59,2.0,1.32,0.0,3.414e-14,2.209e-14,4.552e-14,,,,4.191e-15,2.0390000000000002e-15,6.23e-15,1.648e-06,5.848e-07,2.658e-06,1.751e-06,8.515999999999998e-07,2.602e-06,0.0212,-0.3454,0.3616,0.3523,-0.0631,0.6977,0.3186,-0.0518,0.6577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.623,0.48,0.693,0.0003503,0.0017929999999999999,0.0015630000000000002,0.003326,,,,,,,,,1.0,0.623,0.799,0.953,0.00013759999999999998,0.0008966000000000001,0.0008271000000000001,0.0017510000000000002,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_3,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,68771.4,18.4,1983.433,1.981e-07,1.042e-07,2.919e-07,2.991e-16,1.574e-16,4.409e-16,False,404.21,250.49,140.76,26.55,,69681.8,3.944e-06,3.486e-06,4.402e-06,1.43e-14,1.2070000000000001e-14,1.653e-14,0.0,0.0,3.089e-07,0.00098857,8.61,6.44,5.14,2.11,0.0,1.635e-14,1.445e-14,1.824e-14,0.0,0.0,4.881e-16,2.232e-15,1.785e-15,2.653e-15,2.058e-06,1.739e-06,2.377e-06,8.581999999999998e-07,6.865999999999999e-07,1.02e-06,0.4147,0.3104,0.5116,0.8257,0.7439,0.8976,0.6234,0.4666,0.7639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.98,0.981,0.996,0.0005931,0.001393,0.0006873,0.00232,0.0,0.452,0.677,0.564,8.123e-05,0.0007606,0.0006793999999999999,0.0008418,6.0,0.986,0.825,0.991,0.0003295,0.0005097,0.0001602,0.001016,0.0,0.488,0.462,0.21600000000000003,4.141e-06,0.00010049999999999999,9.939e-05,0.0001473,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_4,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,65240.7,18.4,1983.433,4.622e-07,3.187e-07,5.976e-07,7.217000000000001e-16,4.978e-16,9.333e-16,False,464.89,329.08,116.35,41.94,,66104.4,4.796e-06,4.256e-06,5.303e-06,1.81e-14,1.561e-14,2.0580000000000002e-14,0.0,0.0,1.6489999999999995e-07,0.0013244,9.16,7.31,4.49,3.31,0.0,1.998e-14,1.7740000000000002e-14,2.209e-14,,,,1.799e-15,1.3869999999999999e-15,2.189e-15,2.8010000000000004e-06,2.418e-06,3.184e-06,6.705e-07,5.17e-07,8.159e-07,0.6171,0.534,0.6927,0.7171,0.6365,0.7939,0.1786,0.0031,0.3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.255,0.728,0.838,0.00010580000000000001,0.001634,0.001583,0.002277,2.0,0.887,0.866,0.63,0.00042810000000000005,0.001025,0.0002719,0.001754,0.0,0.39299999999999996,0.434,0.727,2.209e-05,0.0003782,0.0003682,0.0005338,1.0,0.665,0.313,0.24100000000000002,2.214e-05,0.0002269,0.0002194,0.0005034,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_5,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,59044.6,18.4,1983.433,3.73e-07,2.439e-07,5.021e-07,5.815000000000001e-16,3.802e-16,7.827999999999999e-16,False,395.66,298.75,122.66,28.15,,66106.86099999999,4.496e-06,3.968e-06,5.023e-06,1.9609999999999998e-14,1.662e-14,2.26e-14,0.0,0.0,1.7640000000000004e-07,0.0011988,8.52,6.57,4.54,2.89,0.0,2.165e-14,1.914e-14,2.4159999999999998e-14,,,,2.044e-15,1.582e-15,2.482e-15,2.502e-06,2.122e-06,2.883e-06,7.712999999999998e-07,5.969e-07,9.366e-07,0.5334,0.4354,0.6227,0.7458,0.6577,0.8264,0.3498,0.1693,0.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.526,0.987,0.963,0.000259,0.001538,0.001374,0.00335,0.0,0.35100000000000003,0.622,0.307,7.773e-05,0.0009193999999999999,0.0008824,0.001549,2.0,0.8420000000000001,0.971,0.917,0.00018419999999999998,0.00043260000000000005,0.00017219999999999998,0.0006787000000000001,0.0,0.478,0.723,0.511,1.013e-05,0.0001839,0.0001801,0.0002699,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_6,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,65237.5,18.4,1983.433,4.322e-07,2.957e-07,5.611e-07,6.47e-16,4.3910000000000003e-16,8.435000000000001e-16,False,446.24,252.05,193.3,36.45,,66104.33099999999,4.92e-06,4.397e-06,5.4420000000000014e-06,1.708e-14,1.4480000000000002e-14,1.969e-14,2.925e-07,3.988e-08,5.317e-07,0.0010811,9.41,6.58,5.75,3.26,1.19,2.005e-14,1.78e-14,2.218e-14,1.2930000000000003e-16,5.8770000000000004e-18,2.5269999999999994e-16,2.901e-15,2.3969999999999997e-15,3.406e-15,2.255e-06,1.912e-06,2.598e-06,1.123e-06,9.276e-07,1.319e-06,0.3398,0.2367,0.4379,0.6821,0.589,0.7714,0.4447,0.3029,0.5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.992,0.14400000000000002,0.35700000000000004,0.0009347999999999998,0.001678,0.0007804999999999999,0.005232,0.0,0.405,0.015,0.018000000000000002,7.008e-05,0.0008320000000000001,0.0008017999999999999,0.0014269999999999999,2.0,0.846,0.281,0.5579999999999999,0.00021600000000000002,0.0006355,0.0004864,0.0018059999999999999,1.0,0.522,0.08800000000000001,0.191,1.371e-05,0.00021180000000000003,0.00020800000000000001,0.0003714,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_7,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,4691.1,18.4,1983.433,0.0,0.0,7.452e-07,,,,False,,,,,,4905.0,1.039e-06,6.112999999999999e-08,1.956e-06,7.448000000000001e-15,4.381e-16,1.446e-14,0.0,0.0,1.065e-05,0.0005849000000000001,1.1,1.06,0.0,0.0,0.0,7.306e-15,4.2969999999999996e-16,1.4180000000000001e-14,,,,,,,7.681e-07,4.518e-08,1.491e-06,0.0,0.0,4.573e-07,0.9994,0.3067,1.0,0.9994,0.0981,1.0,-0.9994,-1.0,0.1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_8,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,31673.8,18.4,1983.433,4.314e-07,1.972e-07,6.533e-07,5.987e-16,2.641e-16,9.157e-16,False,196.14,136.93,71.18,11.52,,32080.0,5.7129999999999985e-06,4.773e-06,6.653e-06,1.692e-14,1.3090000000000001e-14,2.054e-14,0.0,0.0,1.747e-06,0.0010787,6.08,4.54,3.76,1.89,0.0,2.002e-14,1.672e-14,2.332e-14,,,,3.063e-15,2.223e-15,3.853e-15,2.3430000000000003e-06,1.813e-06,2.8460000000000008e-06,1.11e-06,8.058e-07,1.397e-06,0.3685,0.218,0.5078,0.6921,0.5378,0.8239,0.4222,0.1905,0.6415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.245,0.45399999999999996,0.705,8.876e-05,0.001465,0.0014119999999999998,0.002017,0.0,0.474,0.261,0.48100000000000004,8.337e-05,0.0008105,0.0007643,0.001443,0.0,0.41600000000000004,0.33299999999999996,0.799,3.762e-05,0.0005298999999999999,0.0005132,0.0007763999999999999,1.0,0.5760000000000001,0.807,0.912,2.109e-05,0.00012470000000000002,0.00011540000000000001,0.0002218,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_9,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,5544.8,18.4,1983.433,0.0,0.0,3.996e-07,,,,False,,,,,,5829.257,0.0,0.0,9.698e-07,,,,0.0,0.0,1.876e-06,0.00022506,0.0,0.0,1.03,0.0,0.0,0.0,0.0,1.7460000000000002e-15,,,,1.27e-15,0.0,2.541e-15,0.0,0.0,5.634000000000001e-07,4.011e-07,0.0,7.820999999999998e-07,-0.782,-1.0,0.0781,0.9994,-0.2267,1.0,0.9994,0.0718,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_10,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,5734.6,18.4,1983.433,7.925e-07,1.6510000000000002e-07,1.42e-06,1.239e-15,2.58e-16,2.219e-15,False,12.34,,,,,6028.8,2.04e-06,8.289e-07,3.188e-06,5.495e-15,1.1449999999999999e-15,9.844e-15,0.0,0.0,1.946e-06,0.00078669,1.73,1.32,0.0,1.26,0.0,5.576e-15,2.044e-15,9.106999999999999e-15,,,,,,,1.074e-06,2.578e-07,1.89e-06,0.0,0.0,3.386e-07,0.9994,0.5253,1.0,0.1886,-0.2767,0.5965,-0.9994,-1.0,-0.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_11,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,3874.2,18.4,1983.433,1.0209999999999998e-06,6.007000000000001e-08,1.982e-06,1.375e-15,8.09e-17,2.67e-15,False,14.7,,,,,4050.9,5.253e-06,2.627e-06,7.741000000000001e-06,1.15e-14,3.0960000000000002e-15,1.946e-14,0.0,0.0,1.242e-05,0.001128,2.05,1.41,1.35,1.06,0.0,1.4119999999999999e-14,7.061e-15,2.081e-14,,,,2.842e-15,6.821000000000001e-16,5.0020000000000004e-15,1.699e-06,4.575e-07,2.876e-06,1.156e-06,2.776e-07,1.989e-06,0.2399,-0.2105,0.6215,0.2423,-0.2417,0.6577,-0.0225,-0.4753,0.4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433,0.6509999999999999,0.308,0.0001121,0.001235,0.001163,0.0016530000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_5_obs_12,PL_5,13,0.0, 2CXO J002408.4-720500,PSR_J1459-6053_,6.035411,-72.08343,31673.8,18.4,1983.433,5.375999999999999e-07,2.688e-07,7.922e-07,8.436e-16,4.218e-16,1.2429999999999999e-15,False,187.56,135.02,52.4,14.38,,32080.0,6.318e-06,5.33e-06,7.306e-06,2.0919999999999998e-14,1.669e-14,2.492e-14,0.0,0.0,1.747e-06,0.0012992,6.39,5.09,3.59,2.05,0.0,2.383e-14,2.01e-14,2.756e-14,,,,2.728e-15,1.9670000000000002e-15,3.4880000000000003e-15,2.878e-06,2.296e-06,3.427e-06,9.902e-07,7.143000000000002e-07,1.266e-06,0.4997,0.3666,0.6202,0.6871,0.5428,0.8089,0.2686,0.0231,0.5078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.95,0.985,0.9009999999999999,0.0006273,0.001621,0.0009936,0.002248,0.0,0.418,0.748,0.36200000000000004,0.0001198,0.0009878999999999999,0.000883,0.00114,1.0,0.589,0.84,0.618,4.964e-05,0.00046760000000000004,0.0004492,0.0009462,2.0,0.764,0.922,0.94,7.747e-05,0.0001481,7.265e-05,0.0002364,,,,,,,,,6.0,0.996,3.535e-06,5.0,0.9670000000000001,1.464e-06,5.0,0.918,2.195e-07,3.0,0.358,1.7760000000000006e-07,,,
PL_6_obs_0,PL_6,20,0.0, 2CXO J010043.0-721133,PSR_J0100-7211_,15.17934,-72.1927,8372.1,65.51,39513.42,9.636e-05,8.916e-05,0.0001036,1.625e-13,1.503e-13,1.747e-13,False,1557.55,141.37,616.74,721.81,17.61,8479.448,0.00029539999999999997,0.0002804,0.0003103,1.418e-13,1.15e-13,1.686e-13,5.744e-05,3.561e-05,7.812e-05,0.0095375,19.75,6.83,13.62,13.39,2.7,4.61e-13,4.346e-13,4.874e-13,6.235e-14,3.8169999999999997e-14,8.525e-14,1.619e-13,1.5e-13,1.737e-13,2.955e-05,2.509e-05,3.374e-05,6.556e-05,6.075e-05,7.037e-05,-0.3773,-0.4478,-0.3079,-0.5309,-0.589,-0.4716,-0.1911,-0.2405,-0.1405,4.544e-13,4.2799999999999994e-13,4.813e-13,3.6010000000000004,3.374,3.852,,47.89,41.71,54.68,,0.0005857,0.0004905,0.0007069,,0.642,4.221e-13,3.949e-13,4.468e-13,0.4098,0.3858,0.4272,,1.527e-05,,3.761,,0.001572,0.0015,0.002073,,0.754,4.348e-13,4.015e-13,4.635e-13,1.1,0.9673,1.248,,24.67,20.46,29.31,,0.000571,0.000468,0.0007096,,0.581,,,,0.0,0.053,0.22,0.457,4.348e-05,0.06576,0.06571,0.0658,0.0,0.083,0.08900000000000001,0.124,2.256e-05,0.00948,0.009453,0.009514,0.0,0.076,0.09,0.228,1.775e-05,0.0282,0.02818,0.02822,0.0,0.076,0.56,0.405,2.693e-05,0.02808,0.02805,0.028110000000000003,6.0,0.914,0.9309999999999999,0.996,0.0008964,0.001417,0.0006526,0.003343,8.0,1.0,2.692e-05,4.0,0.629,1.531e-05,4.0,0.5429999999999999,8.035e-06,5.0,0.995,5.47e-06,6.0,0.999,8.207e-05
PL_6_obs_1,PL_6,20,0.0, 2CXO J010043.0-721133,PSR_J0100-7211_,15.17934,-72.1927,8239.4,65.51,39513.42,8.215e-05,7.463e-05,8.967e-05,1.334e-13,1.211e-13,1.458e-13,False,1008.13,59.1,500.86,400.81,5.72,8390.4,0.0002803,0.00026430000000000003,0.0002962,1.51e-13,1.186e-13,1.833e-13,3.648e-05,1.563e-05,5.628e-05,0.008642299999999999,17.52,6.03,12.43,10.93,1.79,4.396e-13,4.104e-13,4.687e-13,7.217e-15,1.493e-15,1.269e-14,1.578e-13,1.451e-13,1.705e-13,3.027e-05,2.526e-05,3.529e-05,6.828e-05,6.278e-05,7.377e-05,-0.3848,-0.4616,-0.3079,-0.4622,-0.534,-0.3891,-0.0937,-0.153,-0.0344,3.826e-13,3.576e-13,4.128e-13,3.229,2.999,3.484,,37.85,30.93,45.68,,0.00035410000000000004,0.0002907,0.000436,,1.352,3.557e-13,3.3299999999999994e-13,3.779e-13,0.4258,0.4051,0.4468,,1.017e-06,,1.527,,0.001127,0.001069,0.001352,,1.039,3.694e-13,3.291e-13,3.974e-13,1.334,1.15,1.545,,18.42,13.6,23.87,,0.0003442,0.0002816,0.000431,,1.07,,,,0.0,0.059000000000000004,0.11199999999999999,0.066,6.007e-05,0.06175,0.061689999999999995,0.061810000000000004,0.0,0.1,0.546,0.6609999999999999,6.735e-05,0.009626000000000001,0.009544,0.009691,0.0,0.1,0.105,0.132,0.00013869999999999998,0.028860000000000004,0.02872,0.029,0.0,0.105,0.085,0.22399999999999998,0.00011779999999999999,0.023280000000000002,0.02316,0.0234,,,,,,,,,8.0,1.0,2.692e-05,4.0,0.629,1.531e-05,4.0,0.5429999999999999,8.035e-06,5.0,0.995,5.47e-06,6.0,0.999,8.207e-05
PL_6_obs_2,PL_6,20,0.0, 2CXO J010043.0-721133,PSR_J0100-7211_,15.17934,-72.1927,98679.9,65.51,39513.42,8.391e-05,8.184e-05,8.597e-05,1.493e-13,1.457e-13,1.53e-13,False,30998.19,3438.11,16925.07,11310.05,152.23,99952.0,0.0002449,0.00024119999999999998,0.00024870000000000003,1.437e-13,1.375e-13,1.495e-13,6.665e-05,5.603e-05,7.726e-05,0.0087471,65.51,24.26,45.62,40.56,6.28,4.466e-13,4.398e-13,4.535e-13,3.255e-13,2.702e-13,3.807e-13,1.551e-13,1.518e-13,1.584e-13,2.521e-05,2.414e-05,2.622e-05,6.365e-05,6.221e-05,6.5e-05,-0.4322,-0.4503,-0.4141,-0.5384,-0.554,-0.5215,-0.1374,-0.153,-0.1218,3.943e-13,3.876e-13,4.008e-13,3.879,3.812,3.947,,59.05,56.75,61.45,,0.0006827000000000001,0.000644,0.0007246,,1.337,3.894e-13,3.805e-13,3.968e-13,0.4143,0.40700000000000003,0.4205,,0.5038,,1.98,,0.001377,0.001273,0.001502,,1.283,3.967e-13,3.904e-13,4.024e-13,1.03,0.9967,1.064,,29.34,27.77,30.96,,0.0005971,0.0005614,0.0006364,,1.037,,,,0.0,0.017,0.29100000000000004,0.17600000000000002,1.649e-06,0.05683,0.05683,0.05683,0.0,0.051,0.40299999999999997,0.278,8.942999999999999e-06,0.008024,0.008015000000000001,0.008033,0.0,0.025,0.205,0.506,4.76e-06,0.02798,0.02797,0.02798,0.0,0.027000000000000003,0.191,0.011000000000000001,2.2690000000000002e-06,0.02083,0.020819999999999998,0.02083,0.0,0.309,0.7090000000000001,0.536,2.656e-05,0.0005479,0.0005377000000000001,0.0008210000000000001,8.0,1.0,2.692e-05,4.0,0.629,1.531e-05,4.0,0.5429999999999999,8.035e-06,5.0,0.995,5.47e-06,6.0,0.999,8.207e-05
PL_6_obs_3,PL_6,20,0.0, 2CXO J010043.0-721133,PSR_J0100-7211_,15.17934,-72.1927,8040.9,65.51,39513.42,7.613e-05,6.724e-05,8.45e-05,1.098e-13,9.533e-14,1.243e-13,False,650.2,48.49,428.29,223.27,6.13,8144.0,0.00025469999999999996,0.0002375,0.0002719,1.151e-13,5.755e-14,1.702e-13,0.0001381,5.667e-05,0.0002196,0.006674299999999999,14.78,4.0,11.9,8.82,1.7,3.842e-13,3.367e-13,4.316e-13,0.0,0.0,3.273e-13,1.658e-13,1.518e-13,1.799e-13,2.523e-05,1.892e-05,3.153e-05,7.187e-05,6.582e-05,7.791e-05,-0.4735,-0.5765,-0.3779,-0.4997,-0.6015,-0.4004,-0.0325,-0.0993,0.0381,3.52e-13,3.111e-13,3.839e-13,4.081,3.677,4.549,,70.12,57.38,84.88,,0.0008142999999999999,0.0005899,0.001161,,0.879,3.174e-13,2.569e-13,3.509e-13,0.3634,0.3303,0.3975,,13.99,5.6610000000000005,23.8,,0.002645,0.001667,0.0044670000000000005,,0.79,3.245e-13,2.557e-13,3.581e-13,0.8290000000000001,0.6914,0.9967,,42.26,33.24,52.73,,0.0009127,0.0006276,0.001397,,0.8109999999999999,,,,0.0,0.099,0.42200000000000004,0.382,0.0003029,0.058660000000000004,0.05835,0.058960000000000005,0.0,0.11,0.46799999999999997,0.743,0.0006816,0.01281,0.01218,0.016319999999999998,0.0,0.094,0.078,0.251,0.0001072,0.027280000000000002,0.02717,0.027389999999999998,0.0,0.12,0.324,0.049,0.0001369,0.01857,0.018430000000000002,0.01871,,,,,,,,,8.0,1.0,2.692e-05,4.0,0.629,1.531e-05,4.0,0.5429999999999999,8.035e-06,5.0,0.995,5.47e-06,6.0,0.999,8.207e-05
