#														
#   VizieR Astronomical Server vizier.u-strasbg.fr														
#    Date: 2021-08-14T10:59:04 [V1.99+ (14-Oct-2013)]														
#   In case of problem, please report to:	cds-question@unistra.fr													
#														
#														
#Coosys	J2000:	eq_FK5 J2000												
#INFO	votable-version=1.99+ (14-Oct-2013)													
#INFO	-ref=VIZ6117a0e22b8d18													
#INFO	-out.max=unlimited													
#INFO	queryParameters=23													
#-oc.form=dec														
#-out.max=unlimited														
#-out.add=_RAJ,_DEJ														
#-nav=cat:J/A+A/620/A89&tab:{J/A+A/620/A89/catalog}&key:source=J/A+A/620/A89&HTTPPRM:&														
#-c.eq=J2000														
#-c.r=  2														
#-c.u=arcmin														
#-c.geom=r														
#-source=J/A+A/620/A89/catalog														
#-order=I														
#-out=GOS														
#-out=XMM														
#-out=GaiaDR2														
#-out=RAJ2000														
#-out=DEJ2000														
#-out=DistG														
#-out=b_DistG														
#-out=B_DistG														
#-out=FX														
#-out=logFbol														
#-out=logLX														
#-out=logLbolG														
#-out=SimbadName														
#														
														
#RESOURCE=yCat_36200089														
#Name: J/A+A/620/A89														
#Title: X-ray catalog of Galactic O stars (Nebot Gomez-Moran+, 2018)														
#Table	J_A_A_620_A89_catalog:													
#Name: J/A+A/620/A89/catalog														
#Title: GOSXMM catalog														
161.08172917	-59.28300278	 287.33-00.32_01	3XMM J104419.5-591700	5.35039662072937E+018	10 44 19.615	-59 16 58.81	2725.954	2484.876	3017.124	4.966E-14	-6.144	31.645	38.805	 HD 93190
161.0101875	-59.49354722	 287.39-00.52_01	3XMM J104402.4-592935	5.35038754975808E+018	10 44 02.445	-59 29 36.77	2957.435	2541.301	3526.094	3.433E-14	-6.822	31.556	38.198	 CPD -58 2627
160.95294583	-59.55669444	 287.40-00.59_01	3XMM J104348.7-593322	5.35036384153725E+018	10 43 48.707	-59 33 24.10	2524.842	2357.499	2717.105	1.667E-13	-6.891	32.104	37.991	 ALS 15207
160.92182083	-59.59671667	 287.40-00.63_02	3XMM J104341.0-593548	5.35036332614106E+018	10 43 41.237	-59 35 48.18	2462.541	2288.924	2663.911	3.808E-14	-6.638	31.441	38.223	 ALS 15204
160.989425	-59.547575	 287.41-00.57_01	3XMM J104357.0-593251	5.35036391025678E+018	10 43 57.462	-59 32 51.27	2841.617	2600.008	3131.144	4.129E-12	-5.349	33.601	39.636	 HD 93129 A
160.796575	-59.73917222	 287.41-00.79_01	3XMM J104311.2-594422	5.35035525160228E+018	10 43 11.178	-59 44 21.02	2663.162	2449.651	2916.239	8.544E-14	-6.488	31.86	38.441	 HDE 303316
161.03027917	-59.57516944	 287.44-00.59_01	3XMM J104407.1-593429	5.35036298252888E+018	10 44 07.267	-59 34 30.61	3549.642	3101.048	4140.377	2.949E-13	-5.937	32.648	39.241	 HD 93160
161.0038625	-59.59603889	 287.44-00.61_01	3XMM J104401.1-593546	5.35036263894636E+018	10 44 00.927	-59 35 45.74	2843.011	2638.955	3080.305	2.339E-14	-6.784	31.355	38.202	 ALS 15206
161.15609583	-59.54873333	 287.48-00.54_01	3XMM J104437.6-593255	5.3503835296687E+018	10 44 37.463	-59 32 55.44	3552.072	3211.306	3970.318	1.794E-13	-6.314	32.433	38.865	 HDE 303311
161.1876125	-59.56518611	 287.51-00.54_01	3XMM J104445.0-593354	5.35038346094922E+018	10 44 45.027	-59 33 54.67	2555.215	2369.844	2771.191	4.175E-12	-5.438	33.514	39.455	 HD 93250
161.0432875	-59.71974722	 287.51-00.71_01	3XMM J104410.4-594311	5.35035751934517E+018	10 44 10.389	-59 43 11.09	1985.192	1860.896	2126.874	1.64E-11	-5.422	33.888	39.252	 HD 93162
160.93335833	-59.80498889	 287.51-00.81_01	3XMM J104343.5-594817	5.35035356795878E+018	10 43 44.006	-59 48 17.96	3141.265	2837.349	3515.283	5.184E-14	-6.545	31.787	38.527	 HDE 305518
161.05499583	-59.71953611	 287.52-00.71_01	3XMM J104412.8-594315	5.35035751934518E+018	10 44 13.199	-59 43 10.33	2367.573	2206.307	2553.633	3.682E-12	-6.025	33.393	38.802	 ALS 15210
161.43384167	-59.40781944	 287.54-00.34_01	3XMM J104544.1-592428	5.35039153548812E+018	10 45 44.122	-59 24 28.15	10170.908	7610.837	13600.762	4.055E-12	-5.485	34.701	40.608	 HD 93403
161.14058333	-59.73762778	 287.57-00.71_02	3XMM J104433.7-594415	5.35035731318677E+018	10 44 33.740	-59 44 15.46	2503.46	2272.522	2784.975	9.523E-13	-5.765	32.854	39.11	 HD 93205
161.00154583	-59.87430556	 287.57-00.86_01	3XMM J104400.3-595227	5.35035030379985E+018	10 44 00.371	-59 52 27.50	2587.579	2354.636	2870.059	1.844E-13	-5.878	32.17	39.026	 HD 93130
161.2746625	-59.66831389	 287.59-00.61_01	3XMM J104505.9-594004	5.35035868325092E+018	10 45 05.919	-59 40 05.93	2302.102	2104.231	2539.866	3.941E-13	-5.849	32.398	38.953	 HDE 303308
161.1971125	-59.73145278	 287.59-00.69_01	3XMM J104447.3-594353	5.35035806910105E+018	10 44 47.307	-59 43 53.23	3645.01	3199.358	4226.214	9.07E-14	-6.366	32.159	38.835	 V572 Car
161.17414583	-59.78233889	 287.60-00.74_01	3XMM J104441.7-594657	5.35035641983392E+018	10 44 41.795	-59 46 56.42	4925.372	4125.661	6058.211	2.919E-13	-6.099	32.928	39.364	 CPD -59 2600
161.15286667	-59.79156389	 287.60-00.75_01	3XMM J104436.5-594729	5.35035600751705E+018	10 44 36.688	-59 47 29.63	2335.287	2112.189	2609.411	3.804E-14	-6.746	31.395	38.069	 CPD -59 2591
161.27428333	-59.71876944	 287.62-00.66_01	3XMM J104505.8-594308	5.35035796602216E+018	10 45 05.828	-59 43 07.57	2069.335	1755.343	2513.35	6.579E-14	-6.796	31.528	37.914	 CPD -59 2624
161.33572083	-59.71423611	 287.64-00.64_01	3XMM J104520.3-594249	5.35031137421223E+018	10 45 20.573	-59 42 51.25	3254.712	2910.615	3686.93	1.966E-14	-6.814	31.397	38.289	 CPD -59 2644
161.31882083	-59.72693889	 287.64-00.65_01	3XMM J104516.5-594337	5.35031133985248E+018	10 45 16.517	-59 43 36.98	2141.708	1994.344	2312.012	2.404E-13	-6.166	32.12	38.574	 CPD -59 2641
161.30090417	-59.75011667	 287.64-00.68_01	3XMM J104512.1-594501	5.35031082445639E+018	10 45 12.217	-59 45 00.42	2521.627	2316.232	2765.824	4.137E-14	-6.677	31.498	38.204	 HD 93343
161.28427083	-59.7686	 287.64-00.70_01	3XMM J104508.2-594607	5.35035772550367E+018	10 45 08.225	-59 46 06.96	2164.387	2029.661	2317.823	8.964E-13	-6.711	32.701	38.038	 CPD -59 2629
161.12282917	-59.95503056	 287.66-00.90_01	3XMM J104429.3-595720	5.35034752066098E+018	10 44 29.479	-59 57 18.11	2675.277	2449.724	2945.202	1.023E-13	-6.296	31.943	38.637	 HDE 305523
161.18849167	-59.91154167	 287.67-00.85_01	3XMM J104445.2-595441	5.35034910120909E+018	10 44 45.238	-59 54 41.55	2310.069	2142.074	2505.921	1.193E-13	-6.289	31.882	38.516	 HDE 305524
161.227975	-59.93386389	 287.70-00.86_01	3XMM J104454.5-595558	5.35030209708278E+018	10 44 54.714	-59 56 01.91	2680.947	2431.796	2985.094	2.416E-13	-6.548	32.318	38.387	 CPD -59 2610
161.34281667	-59.84640833	 287.71-00.75_01	3XMM J104522.3-595047	5.35030886592399E+018	10 45 22.276	-59 50 47.07	2601.624	2367.368	2885.697	1.383E-13	-6.515	32.049	38.393	 [ARV2008] 206
161.52376667	-59.84706944	 287.79-00.71_01	3XMM J104605.6-595049	5.35030642640988E+018	10 46 05.704	-59 50 49.45	3704.867	2419.296	6121.258	3.09E-13	-5.93	32.706	39.286	 HDE 305525
167.95655833	-60.69951111	 291.04-00.15_01	3XMM J111149.6-604158	5.33763730369725E+018	11 11 49.574	-60 41 58.24	2558.4	2339.895	2820.564	1.946E-13	-6.036	32.183	38.858	 HD 97434
172.22575	-62.65273056	 293.61-01.28_01	3XMM J112854.1-623909	5.33386024070597E+018	11 28 54.180	-62 39 09.83	2302.723	2128.721	2506.904	1.186E-13	-6.056	31.877	38.746	 HD 99897
210.8041125	-62.26072222	 311.18-00.54_01	3XMM J140312.6-621539	5.86605915602893E+018	14 03 12.987	-62 15 38.60	2442.78	2261.159	2655.221	5.179E-14	-6.471	31.568	38.383	 HD 122313
215.09495	-60.88951667	 313.54+00.14_01	3XMM J142022.8-605322	5.8666519989311E+018	14 20 22.788	-60 53 22.26	2261.631	2095.938	2454.978	3.807E-13	-5.832	32.367	38.955	 HD 125241
